sale_id;invoice_id;store_id;time_id;product_id;customer_id;gender;unit_price;quantity;tax;total;payment_method;cogs;gross_margin_percentage;gross_income;rating
480;575-67-1508;1;480;2;2;Male;38.60;1;янв.93;40.53;Ewallet;38.60;4.761905;янв.93;06.июл
481;541-08-3113;2;481;5;2;Male;65.97;8;26.39;554.15;Cash;527.76;4.761905;26.39;08.апр
482;246-11-3901;2;482;2;2;Female;32.80;10;16.40;344.40;Cash;328.00;4.761905;16.40;06.фев
483;674-15-9296;1;483;4;2;Male;37.14;5;сен.29;194.99;Ewallet;185.70;4.761905;сен.29;5.0
484;305-18-3552;3;484;3;1;Male;60.38;10;30.19;633.99;Cash;603.80;4.761905;30.19;6.0
485;493-65-6248;2;485;4;1;Female;36.98;10;18.49;388.29;Credit card;369.80;4.761905;18.49;7.0
486;438-01-4015;3;486;4;1;Female;49.49;4;сен.90;207.86;Ewallet;197.96;4.761905;сен.90;06.июн
487;709-58-4068;3;487;6;2;Female;41.09;10;20.55;431.45;Cash;410.90;4.761905;20.55;07.мар
488;795-49-7276;1;488;6;2;Male;37.15;4;июл.43;156.03;Ewallet;148.60;4.761905;июл.43;08.мар
489;556-72-8512;2;489;3;2;Male;22.96;1;янв.15;24.ноя;Cash;22.96;4.761905;янв.15;04.мар
490;627-95-3243;3;490;3;1;Female;77.68;9;34.96;734.08;Ewallet;699.12;4.761905;34.96;09.авг
491;686-41-0932;3;491;6;2;Female;34.70;2;мар.47;72.87;Ewallet;69.40;4.761905;мар.47;08.фев
492;510-09-5628;1;492;6;1;Female;19.66;10;сен.83;206.43;Credit card;196.60;4.761905;сен.83;07.фев
493;608-04-3797;3;493;1;1;Female;25.32;8;окт.13;212.69;Ewallet;202.56;4.761905;окт.13;08.июл
494;148-82-2527;2;494;3;1;Female;12.дек;10;06.июн;127.26;Credit card;121.20;4.761905;06.июн;08.апр
495;437-53-3084;3;495;6;2;Male;99.89;2;сен.99;209.77;Ewallet;199.78;4.761905;сен.99;07.янв
496;632-32-4574;3;496;4;2;Male;75.92;8;30.37;637.73;Cash;607.36;4.761905;30.37;05.май
497;556-97-7101;2;497;2;2;Female;63.22;2;июн.32;132.76;Cash;126.44;4.761905;июн.32;08.май
498;862-59-8517;2;498;5;2;Female;90.24;6;27.июл;568.51;Cash;541.44;4.761905;27.июл;06.фев
499;401-18-8016;3;499;4;1;Female;98.13;1;апр.91;103.04;Cash;98.13;4.761905;апр.91;08.сен
500;420-18-8989;1;500;4;1;Female;51.52;8;20.61;432.77;Cash;412.16;4.761905;20.61;09.июн
501;277-63-2961;3;501;4;1;Male;73.97;1;мар.70;77.67;Credit card;73.97;4.761905;мар.70;05.апр
502;573-98-8548;2;502;6;1;Female;31.90;1;янв.60;33.50;Ewallet;31.90;4.761905;янв.60;09.янв
503;620-02-2046;2;503;3;2;Male;69.40;2;июн.94;145.74;Ewallet;138.80;4.761905;июн.94;9.0
504;282-35-2475;3;504;4;2;Female;93.31;2;сен.33;195.95;Cash;186.62;4.761905;сен.33;06.мар
505;511-54-3087;3;505;4;2;Male;88.45;1;апр.42;92.87;Credit card;88.45;4.761905;апр.42;09.май
506;726-29-6793;1;506;2;1;Male;24.18;8;сен.67;203.11;Ewallet;193.44;4.761905;сен.67;09.авг
507;387-49-4215;3;507;4;1;Female;48.50;3;июл.28;152.78;Cash;145.50;4.761905;июл.28;06.июл
508;862-17-9201;3;508;5;2;Female;84.05;6;25.22;529.52;Credit card;504.30;4.761905;25.22;07.июл
509;291-21-5991;3;509;1;1;Male;61.29;5;15.32;321.77;Cash;306.45;4.761905;15.32;7.0
510;602-80-9671;2;510;3;1;Female;15.95;6;апр.79;100.49;Credit card;95.70;4.761905;апр.79;05.янв
511;347-72-6115;3;511;4;1;Female;90.74;7;31.76;666.94;Credit card;635.18;4.761905;31.76;06.фев
512;209-61-0206;1;512;3;2;Female;42.91;5;окт.73;225.28;Ewallet;214.55;4.761905;окт.73;06.янв
513;595-27-4851;1;513;6;2;Female;54.28;7;19.00;398.96;Ewallet;379.96;4.761905;19.00;09.мар
514;189-52-0236;1;514;2;2;Male;99.55;7;34.84;731.69;Cash;696.85;4.761905;34.84;07.июн
515;503-07-0930;2;515;4;1;Male;58.39;7;20.44;429.17;Credit card;408.73;4.761905;20.44;08.фев
516;413-20-6708;2;516;6;1;Female;51.47;1;фев.57;54.04;Ewallet;51.47;4.761905;фев.57;08.май
517;425-85-2085;3;517;1;1;Male;54.86;5;13.72;288.02;Ewallet;274.30;4.761905;13.72;09.авг
518;521-18-7827;2;518;3;1;Male;39.39;5;сен.85;206.80;Credit card;196.95;4.761905;сен.85;08.июл
519;220-28-1851;1;519;3;2;Male;34.73;2;мар.47;72.93;Ewallet;69.46;4.761905;мар.47;09.июл
520;600-38-9738;2;520;4;1;Male;71.92;5;17.98;377.58;Credit card;359.60;4.761905;17.98;04.мар
521;734-91-1155;3;521;2;2;Female;45.71;3;июн.86;143.99;Credit card;137.13;4.761905;июн.86;07.июл
522;451-28-5717;2;522;3;1;Female;83.17;6;24.95;523.97;Cash;499.02;4.761905;24.95;07.мар
523;609-81-8548;1;523;3;1;Female;37.44;6;ноя.23;235.87;Credit card;224.64;4.761905;ноя.23;05.сен
524;133-14-7229;2;524;1;2;Male;62.87;2;июн.29;132.03;Cash;125.74;4.761905;июн.29;5.0
525;534-01-4457;1;525;5;2;Male;81.71;6;24.51;514.77;Credit card;490.26;4.761905;24.51;8.0
526;719-89-8991;1;526;4;1;Female;91.41;5;22.85;479.90;Ewallet;457.05;4.761905;22.85;07.янв
527;286-62-6248;3;527;6;2;Male;39.21;4;июл.84;164.68;Credit card;156.84;4.761905;июл.84;9.0
528;339-38-9982;3;528;6;1;Male;59.86;2;май.99;125.71;Ewallet;119.72;4.761905;май.99;06.июл
529;827-44-5872;3;58;5;1;Female;54.36;10;27.18;570.78;Credit card;543.60;4.761905;27.18;06.янв
530;827-77-7633;1;529;4;2;Male;98.09;9;44.14;926.95;Cash;882.81;4.761905;44.14;09.мар
531;287-83-1405;1;530;1;2;Male;25.43;6;июл.63;160.21;Ewallet;152.58;4.761905;июл.63;7.0
532;435-13-4908;1;531;6;1;Male;86.68;8;34.67;728.11;Credit card;693.44;4.761905;34.67;07.фев
533;857-67-9057;3;532;2;2;Male;22.95;10;ноя.48;240.98;Ewallet;229.50;4.761905;ноя.48;08.фев
534;236-27-1144;2;533;5;2;Female;16.31;9;июл.34;154.13;Ewallet;146.79;4.761905;июл.34;08.апр
535;892-05-6689;1;534;3;2;Female;28.32;5;07.авг;148.68;Ewallet;141.60;4.761905;07.авг;06.фев
536;583-41-4548;2;535;3;2;Male;16.67;7;май.83;122.52;Ewallet;116.69;4.761905;май.83;07.апр
537;339-12-4827;3;536;6;1;Female;73.96;1;мар.70;77.66;Credit card;73.96;4.761905;мар.70;5.0
538;643-38-7867;1;537;3;2;Male;97.94;1;апр.90;102.84;Ewallet;97.94;4.761905;апр.90;06.сен
539;308-81-0538;1;538;6;2;Female;73.05;4;14.61;306.81;Credit card;292.20;4.761905;14.61;04.сен
540;358-88-9262;2;539;5;1;Female;87.48;6;26.24;551.12;Ewallet;524.88;4.761905;26.24;05.янв
541;460-35-4390;1;540;3;2;Male;30.68;3;апр.60;96.64;Ewallet;92.04;4.761905;апр.60;09.янв
542;343-87-0864;2;541;1;1;Male;75.88;1;мар.79;79.67;Credit card;75.88;4.761905;мар.79;07.янв
543;173-50-1108;3;542;4;1;Female;20.18;4;04.апр;84.76;Credit card;80.72;4.761905;04.апр;5.0
544;243-47-2663;2;543;2;1;Male;18.77;6;май.63;118.25;Credit card;112.62;4.761905;май.63;05.май
545;841-18-8232;3;544;5;2;Female;71.20;1;мар.56;74.76;Credit card;71.20;4.761905;мар.56;09.фев
546;701-23-5550;3;545;3;1;Male;38.81;4;июл.76;163.00;Ewallet;155.24;4.761905;июл.76;04.сен
547;647-50-1224;1;546;6;2;Female;29.42;10;14.71;308.91;Ewallet;294.20;4.761905;14.71;08.сен
548;541-48-8554;1;547;4;2;Male;60.95;9;27.43;575.98;Credit card;548.55;4.761905;27.43;6.0
549;539-21-7227;3;548;4;2;Female;51.54;5;дек.89;270.59;Cash;257.70;4.761905;дек.89;04.фев
550;213-32-1216;1;549;2;2;Female;66.06;6;19.82;416.18;Cash;396.36;4.761905;19.82;07.мар
551;747-58-7183;3;550;6;2;Male;57.27;3;авг.59;180.40;Ewallet;171.81;4.761905;авг.59;06.май
552;582-52-8065;3;551;6;2;Female;54.31;9;24.44;513.23;Cash;488.79;4.761905;24.44;08.сен
553;210-57-1719;3;552;1;2;Female;58.24;9;26.21;550.37;Cash;524.16;4.761905;26.21;09.июл
554;399-69-4630;2;553;2;2;Male;22.21;6;июн.66;139.92;Credit card;133.26;4.761905;июн.66;08.июн
555;134-75-2619;1;554;2;1;Male;19.32;7;июн.76;142.00;Cash;135.24;4.761905;июн.76;06.сен
556;356-44-8813;3;555;3;2;Male;37.48;3;май.62;118.06;Credit card;112.44;4.761905;май.62;07.июл
557;198-66-9832;3;556;6;1;Female;72.04;2;июл.20;151.28;Cash;144.08;4.761905;июл.20;09.май
558;283-26-5248;2;557;5;1;Female;98.52;10;49.26;1034.46;Ewallet;985.20;4.761905;49.26;04.май
559;712-39-0363;1;558;5;1;Male;41.66;6;дек.50;262.46;Ewallet;249.96;4.761905;дек.50;05.июн
560;218-59-9410;1;559;3;1;Female;72.42;3;окт.86;228.12;Ewallet;217.26;4.761905;окт.86;08.фев
561;174-75-0888;3;560;2;2;Male;21.58;9;сен.71;203.93;Cash;194.22;4.761905;сен.71;07.мар
562;866-99-7614;2;561;5;2;Male;89.20;10;44.60;936.60;Credit card;892.00;4.761905;44.60;04.апр
563;134-54-4720;3;562;2;2;Female;42.42;8;16.97;356.33;Ewallet;339.36;4.761905;16.97;05.июл
564;760-90-2357;1;563;2;1;Male;74.51;6;22.35;469.41;Ewallet;447.06;4.761905;22.35;5.0
565;514-37-2845;3;564;6;2;Male;99.25;2;сен.93;208.43;Cash;198.50;4.761905;сен.93;9.0
566;698-98-5964;1;565;5;2;Female;81.21;10;40.61;852.71;Credit card;812.10;4.761905;40.61;06.мар
567;718-57-9773;2;566;4;2;Female;49.33;10;24.67;517.97;Credit card;493.30;4.761905;24.67;09.апр
568;651-88-7328;1;567;6;2;Female;65.74;9;29.58;621.24;Cash;591.66;4.761905;29.58;07.июл
569;241-11-2261;3;568;6;2;Female;79.86;7;27.95;586.97;Credit card;559.02;4.761905;27.95;05.май
570;408-26-9866;2;569;4;2;Female;73.98;7;25.89;543.75;Ewallet;517.86;4.761905;25.89;04.янв
571;834-83-1826;3;538;3;1;Female;82.04;5;20.51;430.71;Credit card;410.20;4.761905;20.51;07.июн
572;343-61-3544;3;570;4;1;Male;26.67;10;13.34;280.04;Cash;266.70;4.761905;13.34;08.июн
573;239-48-4278;1;571;5;1;Male;окт.13;7;мар.55;74.46;Ewallet;70.91;4.761905;мар.55;08.мар
574;355-34-6244;3;572;5;2;Male;72.39;2;июл.24;152.02;Credit card;144.78;4.761905;июл.24;08.янв
575;550-84-8664;1;573;4;2;Male;85.91;5;21.48;451.03;Credit card;429.55;4.761905;21.48;08.июн
576;339-96-8318;3;574;6;1;Male;81.31;7;28.46;597.63;Ewallet;569.17;4.761905;28.46;06.мар
577;458-61-0011;3;575;5;2;Male;60.30;4;12.июн;253.26;Cash;241.20;4.761905;12.июн;05.авг
578;592-34-6155;2;576;5;2;Male;31.77;4;июн.35;133.43;Ewallet;127.08;4.761905;июн.35;06.фев
579;797-88-0493;1;577;1;2;Female;64.27;4;дек.85;269.93;Cash;257.08;4.761905;дек.85;07.июл
580;207-73-1363;3;578;1;2;Male;69.51;2;июн.95;145.97;Ewallet;139.02;4.761905;июн.95;08.янв
581;390-31-6381;2;579;5;2;Male;27.22;3;04.авг;85.74;Cash;81.66;4.761905;04.авг;07.мар
582;443-82-0585;1;580;1;1;Female;77.68;4;15.54;326.26;Cash;310.72;4.761905;15.54;08.апр
583;339-18-7061;2;581;6;1;Female;92.98;2;сен.30;195.26;Credit card;185.96;4.761905;сен.30;8.0
584;359-90-3665;3;582;6;1;Female;18.авг;4;мар.62;75.94;Credit card;72.32;4.761905;мар.62;09.май
585;375-72-3056;3;583;4;2;Male;63.06;3;сен.46;198.64;Ewallet;189.18;4.761905;сен.46;7.0
586;127-47-6963;1;584;1;2;Male;51.71;4;окт.34;217.18;Credit card;206.84;4.761905;окт.34;09.авг
587;278-86-2735;1;585;5;2;Female;52.34;3;июл.85;164.87;Cash;157.02;4.761905;июл.85;09.фев
588;695-28-6250;1;586;4;2;Female;43.06;5;окт.77;226.07;Ewallet;215.30;4.761905;окт.77;07.июл
589;379-17-6588;2;587;6;2;Male;59.61;10;29.81;625.91;Cash;596.10;4.761905;29.81;05.мар
590;227-50-3718;1;588;1;2;Male;14.62;5;мар.66;76.76;Cash;73.10;4.761905;мар.66;04.апр
591;302-15-2162;2;589;1;1;Male;46.53;6;13.96;293.14;Credit card;279.18;4.761905;13.96;04.мар
592;788-07-8452;2;590;3;1;Female;24.24;7;авг.48;178.16;Ewallet;169.68;4.761905;авг.48;09.апр
593;560-49-6611;1;591;4;1;Female;45.58;1;фев.28;47.86;Cash;45.58;4.761905;фев.28;09.авг
594;880-35-0356;1;592;4;1;Female;75.20;3;ноя.28;236.88;Ewallet;225.60;4.761905;ноя.28;04.авг
595;585-11-6748;3;593;4;1;Male;96.80;3;14.52;304.92;Cash;290.40;4.761905;14.52;05.мар
596;470-31-3286;3;594;1;2;Male;14.82;3;фев.22;46.68;Credit card;44.46;4.761905;фев.22;08.июл
597;152-68-2907;1;595;5;2;Male;52.20;3;июл.83;164.43;Credit card;156.60;4.761905;июл.83;09.май
598;123-35-4896;2;596;4;2;Female;46.66;9;21.00;440.94;Ewallet;419.94;4.761905;21.00;05.мар
599;258-69-7810;2;597;6;2;Female;36.85;5;сен.21;193.46;Cash;184.25;4.761905;сен.21;09.фев
600;334-64-2006;1;598;3;1;Female;70.32;2;07.мар;147.67;Ewallet;140.64;4.761905;07.мар;09.июн
601;219-61-4139;2;599;2;2;Male;83.08;1;апр.15;87.23;Ewallet;83.08;4.761905;апр.15;06.апр
602;881-41-7302;2;600;6;2;Female;64.99;1;мар.25;68.24;Credit card;64.99;4.761905;мар.25;04.май
603;373-09-4567;2;601;5;2;Male;77.56;10;38.78;814.38;Ewallet;775.60;4.761905;38.78;06.сен
604;642-30-6693;3;602;4;2;Female;54.51;6;16.35;343.41;Ewallet;327.06;4.761905;16.35;07.авг
605;484-22-8230;2;603;6;1;Female;51.89;7;18.16;381.39;Cash;363.23;4.761905;18.16;04.май
606;830-58-2383;3;604;3;2;Male;31.75;4;июн.35;133.35;Cash;127.00;4.761905;июн.35;08.июн
607;559-98-9873;1;605;6;1;Female;53.65;7;18.78;394.33;Ewallet;375.55;4.761905;18.78;05.фев
608;544-32-5024;2;606;5;1;Female;49.79;4;сен.96;209.12;Credit card;199.16;4.761905;сен.96;06.апр
609;318-12-0304;1;607;6;2;Male;30.61;1;янв.53;32.14;Ewallet;30.61;4.761905;янв.53;05.фев
610;349-97-8902;3;608;5;1;Male;57.89;2;май.79;121.57;Ewallet;115.78;4.761905;май.79;08.сен
611;421-95-9805;1;609;2;2;Female;28.96;1;янв.45;30.41;Credit card;28.96;4.761905;янв.45;06.фев
612;277-35-5865;2;610;5;1;Female;98.97;9;44.54;935.27;Cash;890.73;4.761905;44.54;06.июл
613;789-23-8625;3;611;6;1;Male;93.22;3;13.98;293.64;Cash;279.66;4.761905;13.98;07.фев
614;284-54-4231;2;612;4;1;Male;80.93;1;04.май;84.98;Credit card;80.93;4.761905;04.май;9.0
615;443-59-0061;1;613;5;1;Male;67.45;10;33.73;708.23;Ewallet;674.50;4.761905;33.73;04.фев
616;509-29-3912;1;614;4;1;Female;38.72;9;17.42;365.90;Ewallet;348.48;4.761905;17.42;04.фев
617;327-40-9673;3;615;4;1;Male;72.60;6;21.78;457.38;Cash;435.60;4.761905;21.78;06.сен
618;840-19-2096;2;616;2;1;Male;87.91;5;21.98;461.53;Ewallet;439.55;4.761905;21.98;04.апр
619;828-46-6863;1;617;5;1;Male;98.53;6;29.56;620.74;Credit card;591.18;4.761905;29.56;4.0
620;641-96-3695;2;618;6;1;Female;43.46;6;13.апр;273.80;Ewallet;260.76;4.761905;13.апр;08.май
621;420-97-3340;1;619;5;2;Female;71.68;3;окт.75;225.79;Credit card;215.04;4.761905;окт.75;09.фев
622;436-54-4512;1;620;5;1;Female;91.61;1;апр.58;96.19;Cash;91.61;4.761905;апр.58;09.авг
623;670-79-6321;3;621;3;1;Female;94.59;7;33.11;695.24;Credit card;662.13;4.761905;33.11;04.сен
624;852-62-7105;3;622;6;2;Female;83.25;10;41.63;874.13;Credit card;832.50;4.761905;41.63;04.апр
625;598-06-7312;3;623;6;1;Male;91.35;1;апр.57;95.92;Cash;91.35;4.761905;апр.57;06.авг
626;135-13-8269;3;624;5;1;Female;78.88;2;июл.89;165.65;Cash;157.76;4.761905;июл.89;09.янв
627;816-57-2053;1;625;4;2;Male;60.87;2;06.сен;127.83;Ewallet;121.74;4.761905;06.сен;08.июл
628;628-90-8624;3;626;1;1;Male;82.58;10;41.29;867.09;Cash;825.80;4.761905;41.29;5.0
629;856-66-2701;1;627;3;1;Male;53.30;3;8.00;167.90;Ewallet;159.90;4.761905;8.00;07.май
630;308-39-1707;1;628;6;2;Female;12.сен;1;0.60;дек.69;Credit card;12.сен;4.761905;0.60;08.фев
631;149-61-1929;1;629;4;2;Male;64.19;10;32.10;674.00;Credit card;641.90;4.761905;32.10;06.июл
632;655-07-2265;1;630;2;2;Male;78.31;3;ноя.75;246.68;Ewallet;234.93;4.761905;ноя.75;05.апр
633;589-02-8023;1;631;5;1;Male;83.77;2;авг.38;175.92;Credit card;167.54;4.761905;авг.38;7.0
634;420-04-7590;3;632;3;2;Male;99.70;3;14.96;314.06;Ewallet;299.10;4.761905;14.96;04.июл
635;182-88-2763;3;633;5;1;Male;79.91;3;ноя.99;251.72;Credit card;239.73;4.761905;ноя.99;5.0
636;188-55-0967;3;634;1;1;Male;66.47;10;33.24;697.94;Credit card;664.70;4.761905;33.24;5.0
637;610-46-4100;1;635;1;2;Male;28.95;7;окт.13;212.78;Credit card;202.65;4.761905;окт.13;6.0
638;318-81-2368;2;636;2;2;Female;46.20;1;фев.31;48.51;Cash;46.20;4.761905;фев.31;06.мар
639;364-33-8584;3;637;5;1;Female;17.63;5;апр.41;92.56;Cash;88.15;4.761905;апр.41;08.май
640;665-63-9737;3;638;6;2;Male;52.42;3;июл.86;165.12;Ewallet;157.26;4.761905;июл.86;07.май
641;695-09-5146;3;639;5;1;Female;98.79;3;14.82;311.19;Ewallet;296.37;4.761905;14.82;06.апр
642;155-45-3814;2;640;2;1;Female;88.55;8;35.42;743.82;Ewallet;708.40;4.761905;35.42;04.июл
643;794-32-2436;3;641;2;1;Male;55.67;2;май.57;116.91;Ewallet;111.34;4.761905;май.57;6.0
644;131-15-8856;2;642;5;1;Female;72.52;8;29.янв;609.17;Credit card;580.16;4.761905;29.янв;4.0
645;273-84-2164;2;643;2;1;Male;12.май;5;03.янв;63.26;Ewallet;60.25;4.761905;03.янв;05.май
646;706-36-6154;1;644;3;1;Male;19.36;9;авг.71;182.95;Ewallet;174.24;4.761905;авг.71;08.июл
647;778-89-7974;2;645;1;2;Male;70.21;6;21.июн;442.32;Cash;421.26;4.761905;21.июн;07.апр
648;574-31-8277;3;646;6;1;Male;33.63;1;янв.68;35.31;Cash;33.63;4.761905;янв.68;05.июн
649;859-71-0933;2;647;4;1;Female;15.49;2;янв.55;32.53;Cash;30.98;4.761905;янв.55;06.мар
650;740-11-5257;2;648;2;2;Male;24.74;10;дек.37;259.77;Cash;247.40;4.761905;дек.37;07.янв
651;369-82-2676;3;649;2;2;Male;75.66;5;18.92;397.22;Ewallet;378.30;4.761905;18.92;07.авг
652;563-47-4072;3;650;1;2;Female;55.81;6;16.74;351.60;Cash;334.86;4.761905;16.74;09.сен
653;742-04-5161;1;651;3;1;Male;72.78;10;36.39;764.19;Cash;727.80;4.761905;36.39;07.мар
654;149-15-7606;3;652;4;1;Male;37.32;9;16.79;352.67;Ewallet;335.88;4.761905;16.79;05.янв
655;133-77-3154;3;653;6;1;Male;60.18;4;12.апр;252.76;Credit card;240.72;4.761905;12.апр;09.апр
656;169-52-4504;1;654;2;2;Female;15.69;3;фев.35;49.42;Credit card;47.07;4.761905;фев.35;05.авг
657;250-81-7186;2;655;2;2;Female;99.69;1;апр.98;104.67;Credit card;99.69;4.761905;апр.98;8.0
658;562-12-5430;1;656;6;1;Female;88.15;3;13.22;277.67;Ewallet;264.45;4.761905;13.22;07.сен
659;816-72-8853;1;657;4;1;Female;27.93;5;июн.98;146.63;Cash;139.65;4.761905;июн.98;05.сен
660;491-38-3499;1;658;6;1;Male;55.45;1;фев.77;58.22;Credit card;55.45;4.761905;фев.77;04.сен
661;322-02-2271;3;659;4;2;Female;42.97;3;июн.45;135.36;Cash;128.91;4.761905;июн.45;09.мар
662;842-29-4695;2;660;4;1;Male;17.14;7;6.00;125.98;Credit card;119.98;4.761905;6.00;07.сен
663;725-67-2480;3;661;6;1;Female;58.75;6;17.63;370.13;Credit card;352.50;4.761905;17.63;05.сен
664;641-51-2661;2;662;5;1;Female;87.10;10;43.55;914.55;Credit card;871.00;4.761905;43.55;09.сен
665;714-02-3114;2;663;4;2;Female;98.80;2;сен.88;207.48;Cash;197.60;4.761905;сен.88;07.июл
666;518-17-2983;1;664;6;2;Female;48.63;4;сен.73;204.25;Ewallet;194.52;4.761905;сен.73;07.июн
667;779-42-2410;3;665;5;1;Male;57.74;3;авг.66;181.88;Ewallet;173.22;4.761905;авг.66;07.июл
668;190-14-3147;3;666;1;2;Female;17.97;4;мар.59;75.47;Ewallet;71.88;4.761905;мар.59;06.апр
669;408-66-6712;2;667;1;1;Female;47.71;6;14.31;300.57;Ewallet;286.26;4.761905;14.31;04.апр
670;679-22-6530;3;668;4;2;Female;40.62;2;04.июн;85.30;Credit card;81.24;4.761905;04.июн;04.янв
671;588-47-8641;1;669;6;1;Male;56.04;10;28.фев;588.42;Ewallet;560.40;4.761905;28.фев;04.апр
672;642-61-4706;3;670;5;1;Male;93.40;2;сен.34;196.14;Cash;186.80;4.761905;сен.34;05.май
673;576-31-4774;3;671;1;2;Female;73.41;3;11.янв;231.24;Ewallet;220.23;4.761905;11.янв;4.0
674;556-41-6224;2;672;1;2;Male;33.64;8;13.46;282.58;Credit card;269.12;4.761905;13.46;09.мар
675;811-03-8790;1;673;2;2;Female;45.48;10;22.74;477.54;Credit card;454.80;4.761905;22.74;04.авг
676;242-11-3142;3;674;6;1;Male;83.77;2;авг.38;175.92;Cash;167.54;4.761905;авг.38;04.июн
677;752-23-3760;3;675;4;1;Female;64.08;7;22.43;470.99;Credit card;448.56;4.761905;22.43;07.мар
678;274-05-5470;1;676;5;1;Female;73.47;4;14.69;308.57;Cash;293.88;4.761905;14.69;6.0
679;648-94-3045;2;677;1;2;Male;58.95;10;29.48;618.98;Ewallet;589.50;4.761905;29.48;08.янв
680;130-67-4723;1;678;5;1;Male;48.50;6;14.55;305.55;Ewallet;291.00;4.761905;14.55;09.апр
681;528-87-5606;3;679;2;1;Female;39.48;1;янв.97;41.45;Cash;39.48;4.761905;янв.97;06.май
682;320-85-2052;3;680;4;2;Female;34.81;1;янв.74;36.55;Credit card;34.81;4.761905;янв.74;7.0
683;370-96-0655;2;681;6;2;Female;49.32;6;14.80;310.72;Ewallet;295.92;4.761905;14.80;07.янв
684;105-10-6182;1;682;6;1;Male;21.48;2;фев.15;45.11;Ewallet;42.96;4.761905;фев.15;06.июн
685;510-79-0415;3;683;4;1;Female;23.авг;6;июн.92;145.40;Ewallet;138.48;4.761905;июн.92;04.сен
686;241-96-5076;3;684;3;1;Female;49.10;2;апр.91;103.11;Credit card;98.20;4.761905;апр.91;06.апр
687;767-97-4650;3;685;4;1;Female;64.83;2;июн.48;136.14;Credit card;129.66;4.761905;июн.48;8.0
688;648-83-1321;1;686;3;1;Male;63.56;10;31.78;667.38;Cash;635.60;4.761905;31.78;04.мар
689;173-57-2300;2;687;4;1;Male;72.88;2;июл.29;153.05;Cash;145.76;4.761905;июл.29;06.янв
690;305-03-2383;1;688;5;2;Female;67.10;3;10.июл;211.37;Cash;201.30;4.761905;10.июл;07.май
691;394-55-6384;2;689;4;1;Female;70.19;9;31.59;663.30;Cash;631.71;4.761905;31.59;06.июл
692;266-20-6657;2;690;5;1;Male;55.04;7;19.26;404.54;Ewallet;385.28;4.761905;19.26;05.фев
693;689-05-1884;1;691;1;1;Male;48.63;10;24.32;510.62;Cash;486.30;4.761905;24.32;08.авг
694;196-01-2849;2;692;6;1;Female;73.38;7;25.68;539.34;Cash;513.66;4.761905;25.68;09.май
695;372-62-5264;2;693;5;2;Female;52.60;9;23.67;497.07;Cash;473.40;4.761905;23.67;07.июн
696;800-09-8606;1;694;3;1;Female;87.37;5;21.84;458.69;Cash;436.85;4.761905;21.84;06.июн
697;182-52-7000;1;695;4;1;Female;27.апр;4;май.41;113.57;Ewallet;108.16;4.761905;май.41;06.сен
698;826-58-8051;3;696;3;2;Male;62.19;4;дек.44;261.20;Ewallet;248.76;4.761905;дек.44;04.мар
699;868-06-0466;1;697;2;1;Male;69.58;9;31.31;657.53;Credit card;626.22;4.761905;31.31;07.авг
700;751-41-9720;2;698;3;2;Male;97.50;10;48.75;1023.75;Ewallet;975.00;4.761905;48.75;8.0
701;626-43-7888;2;699;6;2;Female;60.41;8;24.16;507.44;Ewallet;483.28;4.761905;24.16;09.июн
702;176-64-7711;3;700;5;2;Male;32.32;3;апр.85;101.81;Credit card;96.96;4.761905;апр.85;04.мар
703;191-29-0321;3;701;6;1;Female;19.77;10;сен.89;207.59;Credit card;197.70;4.761905;сен.89;5.0
704;729-06-2010;3;702;1;1;Male;80.47;9;36.21;760.44;Cash;724.23;4.761905;36.21;09.фев
705;640-48-5028;3;703;3;1;Female;88.39;9;39.78;835.29;Cash;795.51;4.761905;39.78;06.мар
706;186-79-9562;3;704;1;2;Male;71.77;7;25.дек;527.51;Cash;502.39;4.761905;25.дек;08.сен
707;834-45-5519;3;705;2;2;Female;43.00;4;авг.60;180.60;Ewallet;172.00;4.761905;авг.60;07.июн
708;162-65-8559;2;706;5;1;Male;68.98;1;мар.45;72.43;Cash;68.98;4.761905;мар.45;04.авг
709;760-27-5490;2;707;6;2;Male;15.62;8;июн.25;131.21;Ewallet;124.96;4.761905;июн.25;09.янв
710;445-30-9252;1;708;4;2;Male;25.70;3;мар.86;80.96;Ewallet;77.10;4.761905;мар.86;06.янв
711;786-94-2700;1;709;5;1;Male;80.62;6;24.19;507.91;Cash;483.72;4.761905;24.19;09.янв
712;728-88-7867;2;710;3;1;Female;75.53;4;15.ноя;317.23;Ewallet;302.12;4.761905;15.ноя;08.мар
713;183-21-3799;2;711;2;2;Female;77.63;9;34.93;733.60;Ewallet;698.67;4.761905;34.93;07.фев
714;268-20-3585;2;712;1;2;Female;13.85;9;июн.23;130.88;Ewallet;124.65;4.761905;июн.23;6.0
715;735-32-9839;2;713;6;1;Male;98.70;8;39.48;829.08;Ewallet;789.60;4.761905;39.48;08.май
716;258-92-7466;1;714;1;2;Female;35.68;5;авг.92;187.32;Credit card;178.40;4.761905;авг.92;06.июн
717;857-16-3520;1;715;6;1;Female;71.46;7;25.янв;525.23;Ewallet;500.22;4.761905;25.янв;04.май
718;482-17-1179;1;716;2;1;Male;ноя.94;3;янв.79;37.61;Credit card;35.82;4.761905;янв.79;08.янв
